player_id,image_url,commons_file
tm:1005575,https://commons.wikimedia.org/wiki/Special:FilePath/Vitor-Reis-Palmeiras-Sao-Paulo-ago24-2%20%28cropped%29.jpg?width=128,Vitor-Reis-Palmeiras-Sao-Paulo-ago24-2 (cropped).jpg
tm:1005649,https://commons.wikimedia.org/wiki/Special:FilePath/Paulista%20Sub-20-%20S%C3%A3o%20Caetano%201%20x%200%20Corinthians%20-%20Murillo.jpg?width=128,Paulista Sub-20- São Caetano 1 x 0 Corinthians - Murillo.jpg
tm:1005650,https://commons.wikimedia.org/wiki/Special:FilePath/Joao-pedro-tchoca-entrevista-2026.png?width=128,Joao-pedro-tchoca-entrevista-2026.png
tm:1005656,https://commons.wikimedia.org/wiki/Special:FilePath/Felipe%20Longo%20goleiro.jpg?width=128,Felipe Longo goleiro.jpg
tm:1005946,https://commons.wikimedia.org/wiki/Special:FilePath/Lucky%20Ezeh.jpg?width=128,Lucky Ezeh.jpg
tm:1006411,https://commons.wikimedia.org/wiki/Special:FilePath/Canvot%20asse%20tfc%202425.png?width=128,Canvot asse tfc 2425.png
tm:1006609,https://commons.wikimedia.org/wiki/Special:FilePath/Aidan%20Stokes%20NY%20Red%20Bulls%20v%20FC%20Dallas%202%20May%202026-24%20%28cropped%29.jpg?width=128,Aidan Stokes NY Red Bulls v FC Dallas 2 May 2026-24 (cropped).jpg
tm:1006612,https://commons.wikimedia.org/wiki/Special:FilePath/Andrew%20Rick%20Philadelphia%20Union%20New%20York%20City%20FC%20Nov%2023%202025-003%20%28cropped%29.jpg?width=128,Andrew Rick Philadelphia Union New York City FC Nov 23 2025-003 (cropped).jpg
tm:1006923,https://commons.wikimedia.org/wiki/Special:FilePath/Adil%20lechkar2025.jpg?width=128,Adil lechkar2025.jpg
tm:1007378,https://commons.wikimedia.org/wiki/Special:FilePath/CORINTHIANS%20X%20NEWELL%27S%20OLD%20BOYS%E2%80%93%20COPA%20SUL-AMERICANA%202023%20-%20Wesley%20Gassova.jpg?width=128,CORINTHIANS X NEWELL'S OLD BOYS– COPA SUL-AMERICANA 2023 - Wesley Gassova.jpg
tm:1007387,https://commons.wikimedia.org/wiki/Special:FilePath/Santiago%20Morales%20NE%20Revolution%20Inter%20Miami%207.9.25-013%20%28cropped%29.jpg?width=128,Santiago Morales NE Revolution Inter Miami 7.9.25-013 (cropped).jpg
tm:1008553,https://commons.wikimedia.org/wiki/Special:FilePath/Julian%20Eyestone%2019042026%20%283%29.jpg?width=128,Julian Eyestone 19042026 (3).jpg
tm:1009441,https://commons.wikimedia.org/wiki/Special:FilePath/Felipe%20Chavez%20in%20FC%20RB%20Salzburg%20gegen%20FC%20Bayern%20M%C3%BCnchen%20%282026-01-06%20Testspiel%29%2039%20%28cropped%29.jpg?width=128,Felipe Chavez in FC RB Salzburg gegen FC Bayern München (2026-01-06 Testspiel) 39 (cropped).jpg
tm:1009596,https://commons.wikimedia.org/wiki/Special:FilePath/Michel%20Junior%20Diaz%202024.jpg?width=128,Michel Junior Diaz 2024.jpg
tm:1009658,https://commons.wikimedia.org/wiki/Special:FilePath/Julio%20Soler%202025.jpg?width=128,Julio Soler 2025.jpg
tm:1009732,https://commons.wikimedia.org/wiki/Special:FilePath/Cavan%20Sullivan%20Philadelphia%20Union%20New%20York%20City%20FC%20Nov%2023%202025-016%20%28cropped%29.jpg?width=128,Cavan Sullivan Philadelphia Union New York City FC Nov 23 2025-016 (cropped).jpg
tm:100980,https://commons.wikimedia.org/wiki/Special:FilePath/Hammarby-G%C3%B6teborg%202022-07-11%202.jpg?width=128,Hammarby-Göteborg 2022-07-11 2.jpg
tm:100986,https://commons.wikimedia.org/wiki/Special:FilePath/2019-07-17%20SG%20Dynamo%20Dresden%20vs.%20Paris%20Saint-Germain%20by%20Sandro%20Halank%E2%80%93121.jpg?width=128,2019-07-17 SG Dynamo Dresden vs. Paris Saint-Germain by Sandro Halank–121.jpg
tm:101045,https://commons.wikimedia.org/wiki/Special:FilePath/25th%20Laureus%20World%20Sports%20Awards%20-%20Ruud%20Gullit%20-%20240422%20131911%20%28cropped%29.jpg?width=128,25th Laureus World Sports Awards - Ruud Gullit - 240422 131911 (cropped).jpg
tm:1010854,https://commons.wikimedia.org/wiki/Special:FilePath/Mathis%20Amougou%20asse%20losc%202425.jpg?width=128,Mathis Amougou asse losc 2425.jpg
tm:1011131,https://commons.wikimedia.org/wiki/Special:FilePath/Josh%20King%2022122024%20%284%29.jpg?width=128,Josh King 22122024 (4).jpg
tm:1011147,https://commons.wikimedia.org/wiki/Special:FilePath/Mikey%20Moore%20with%20a%20fan.jpg?width=128,Mikey Moore with a fan.jpg
tm:101118,https://commons.wikimedia.org/wiki/Special:FilePath/Joel%20Robles.jpg?width=128,Joel Robles.jpg
tm:1011200,https://commons.wikimedia.org/wiki/Special:FilePath/Mwanga%20asse%20rcsa%202425.jpg?width=128,Mwanga asse rcsa 2425.jpg
tm:1011738,https://commons.wikimedia.org/wiki/Special:FilePath/Harry%20Amass%2018102025%20%284%29.jpg?width=128,Harry Amass 18102025 (4).jpg
tm:101201,https://commons.wikimedia.org/wiki/Special:FilePath/Igor%20Vetokele.JPG?width=128,Igor Vetokele.JPG
tm:101213,https://commons.wikimedia.org/wiki/Special:FilePath/HPIMObiang.jpg?width=128,HPIMObiang.jpg
tm:1012534,https://commons.wikimedia.org/wiki/Special:FilePath/Go%20Ahead%20Eagles%20-%20Feyenoord%20-%2053679350805%20%28Yankuba%20Minteh%29.jpg?width=128,Go Ahead Eagles - Feyenoord - 53679350805 (Yankuba Minteh).jpg
tm:1012564,https://commons.wikimedia.org/wiki/Special:FilePath/Rayan%202026.png?width=128,Rayan 2026.png
tm:101304,https://commons.wikimedia.org/wiki/Special:FilePath/Douglas%20Silva%20Bacelar.jpg?width=128,Douglas Silva Bacelar.jpg
tm:101382,https://commons.wikimedia.org/wiki/Special:FilePath/Bryan%20Robson%20Thailand%202009-11-01%20%282%29.jpg?width=128,Bryan Robson Thailand 2009-11-01 (2).jpg
tm:101385,https://commons.wikimedia.org/wiki/Special:FilePath/Chris%20Waddle%202012.jpg?width=128,Chris Waddle 2012.jpg
tm:1014243,https://commons.wikimedia.org/wiki/Special:FilePath/Vivaldo%20Semedo%2009082025%20%283%29.jpg?width=128,Vivaldo Semedo 09082025 (3).jpg
tm:10143,https://commons.wikimedia.org/wiki/Special:FilePath/Umut%20Bulut%202012%20%281%29.JPG?width=128,Umut Bulut 2012 (1).JPG
tm:101469,https://commons.wikimedia.org/wiki/Special:FilePath/Gil2013.jpg?width=128,Gil2013.jpg
tm:101500,https://commons.wikimedia.org/wiki/Special:FilePath/14-06-03-%C4%8Cesko-Rakousko-Olomouc-nr12-1.jpg?width=128,14-06-03-Česko-Rakousko-Olomouc-nr12-1.jpg
tm:1015246,https://commons.wikimedia.org/wiki/Special:FilePath/Baltasar%20Rodr%C3%ADguez%20NE%20Revolution%20Inter%20Miami%207.9.25-048.jpg?width=128,Baltasar Rodríguez NE Revolution Inter Miami 7.9.25-048.jpg
tm:1015624,https://commons.wikimedia.org/wiki/Special:FilePath/Montpellier-Strasbourg%2018-08-24%2C%20Warmup%20including%20Oscar%20Perea%20%28cropped%29.jpg?width=128,"Montpellier-Strasbourg 18-08-24, Warmup including Oscar Perea (cropped).jpg"
tm:101670,https://commons.wikimedia.org/wiki/Special:FilePath/Marcelo%20Gil%20Fernando.jpg?width=128,Marcelo Gil Fernando.jpg
tm:101682,https://commons.wikimedia.org/wiki/Special:FilePath/Scott%20Malone.jpg?width=128,Scott Malone.jpg
tm:1016918,https://commons.wikimedia.org/wiki/Special:FilePath/Peyton%20Miller%20Revolution%20Nashville%206.25.25-208%20%28cropped%29.jpg?width=128,Peyton Miller Revolution Nashville 6.25.25-208 (cropped).jpg
tm:101723,https://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Javier%20Gonz%C3%A1lez%20Mu%C3%B1oz.jpg?width=128,Francisco Javier González Muñoz.jpg
tm:101742,https://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Costa%20y%20%C3%81ngel%20Trujillo%20-%2001.jpg?width=128,Diego Costa y Ángel Trujillo - 01.jpg
tm:101764,https://commons.wikimedia.org/wiki/Special:FilePath/Majed%20Abdullah%20in%201984.jpg?width=128,Majed Abdullah in 1984.jpg
tm:101776,https://commons.wikimedia.org/wiki/Special:FilePath/Saeed%20Al-Owairan%20at%20the%202025%20RSFF.jpg?width=128,Saeed Al-Owairan at the 2025 RSFF.jpg
tm:101785,https://commons.wikimedia.org/wiki/Special:FilePath/Bart%20biemans-1470841399.jpg?width=128,Bart biemans-1470841399.jpg
tm:101823,https://commons.wikimedia.org/wiki/Special:FilePath/Luiz%20Paulo%20Hilario%20Dodo.jpg?width=128,Luiz Paulo Hilario Dodo.jpg
tm:10183,https://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Fern%C3%A1ndez%20Artola.jpg?width=128,Daniel Fernández Artola.jpg
tm:1018920,https://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Bernal%20%282025%29.png?width=128,Marc Bernal (2025).png
tm:1018938,https://commons.wikimedia.org/wiki/Special:FilePath/Jon%20Martin%20Vicente.jpg?width=128,Jon Martin Vicente.jpg
tm:101913,https://commons.wikimedia.org/wiki/Special:FilePath/Ramos%20Borges%20Emerson.jpg?width=128,Ramos Borges Emerson.jpg
tm:1019744,https://commons.wikimedia.org/wiki/Special:FilePath/Lautaro%20Di%20Lollo%20%28cropped%29.jpg?width=128,Lautaro Di Lollo (cropped).jpg
tm:102017,https://commons.wikimedia.org/wiki/Special:FilePath/2021%20FIFA%20Club%20World%20Cup%20Final%20-%2001%20%28Jorginho%20com%20a%20medalha%20do%20Mundial%20de%20Clubes%29.jpg?width=128,2021 FIFA Club World Cup Final - 01 (Jorginho com a medalha do Mundial de Clubes).jpg
tm:102043,https://commons.wikimedia.org/wiki/Special:FilePath/Ros-Ufa%20%281%29.jpg?width=128,Ros-Ufa (1).jpg
tm:102045,https://commons.wikimedia.org/wiki/Special:FilePath/Izunna%20Uzochukwu%2020120312.jpg?width=128,Izunna Uzochukwu 20120312.jpg
tm:102132,https://commons.wikimedia.org/wiki/Special:FilePath/Nicklas%20Helenius%2020110831.jpg?width=128,Nicklas Helenius 20110831.jpg
tm:102142,https://commons.wikimedia.org/wiki/Special:FilePath/Mathias%20Wichmann%2020110831.jpg?width=128,Mathias Wichmann 20110831.jpg
tm:102150,https://commons.wikimedia.org/wiki/Special:FilePath/Tino%20Asprilla%20en%202019%2001.jpg?width=128,Tino Asprilla en 2019 01.jpg
tm:102163,https://commons.wikimedia.org/wiki/Special:FilePath/Freddy%20Rincon.jpg?width=128,Freddy Rincon.jpg
tm:102186,https://commons.wikimedia.org/wiki/Special:FilePath/Arnor%20Angeli.png?width=128,Arnor Angeli.png
tm:102214,https://commons.wikimedia.org/wiki/Special:FilePath/Ruggeri%20debut%20boca.jpg?width=128,Ruggeri debut boca.jpg
tm:102226,https://commons.wikimedia.org/wiki/Special:FilePath/2023-08-12%20TSV%20Schott%20Mainz%20gegen%20Borussia%20Dortmund%20%28DFB-Pokal%202023-24%29%20by%20Sandro%20Halank%E2%80%93074.jpg?width=128,2023-08-12 TSV Schott Mainz gegen Borussia Dortmund (DFB-Pokal 2023-24) by Sandro Halank–074.jpg
tm:1022383,https://commons.wikimedia.org/wiki/Special:FilePath/Luca%20Langoni%20NE%20Revolution%20Inter%20Miami%207.9.25-046%20%28cropped%29.jpg?width=128,Luca Langoni NE Revolution Inter Miami 7.9.25-046 (cropped).jpg
tm:102249,https://commons.wikimedia.org/wiki/Special:FilePath/Boadu%20Maxwell%20Acosty%20%28FC%20Anyang%29.jpg?width=128,Boadu Maxwell Acosty (FC Anyang).jpg
tm:102258,https://commons.wikimedia.org/wiki/Special:FilePath/Matt%20Lowton.jpg?width=128,Matt Lowton.jpg
tm:102382,https://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Hefele.jpeg?width=128,Michael Hefele.jpeg
tm:102423,https://commons.wikimedia.org/wiki/Special:FilePath/Leandro%20Cabrera%202022.jpg?width=128,Leandro Cabrera 2022.jpg
tm:102427,https://commons.wikimedia.org/wiki/Special:FilePath/Sebastian%20Coates%20-%20Olympics%202012.jpg?width=128,Sebastian Coates - Olympics 2012.jpg
tm:1024285,https://commons.wikimedia.org/wiki/Special:FilePath/Adriano%20Jagu%C5%A1i%C4%87%20NKSlavenBelupo%2010.jpg?width=128,Adriano Jagušić NKSlavenBelupo 10.jpg
tm:102432,https://commons.wikimedia.org/wiki/Special:FilePath/Santiago%20Morro%20Garcia%202018%20%28cropped%29.png?width=128,Santiago Morro Garcia 2018 (cropped).png
tm:102452,https://commons.wikimedia.org/wiki/Special:FilePath/Mauricio%20Pereyra%202013.jpg?width=128,Mauricio Pereyra 2013.jpg
tm:1024533,https://commons.wikimedia.org/wiki/Special:FilePath/Next%20-Generation%20-%20Trophy%2013.jpg?width=128,Next -Generation - Trophy 13.jpg
tm:102463,https://commons.wikimedia.org/wiki/Special:FilePath/Christopher%20verbist%20lommel%20united.jpg?width=128,Christopher verbist lommel united.jpg
tm:102483,https://commons.wikimedia.org/wiki/Special:FilePath/Mauro%20Tassotti%20%28cropped%29.jpg?width=128,Mauro Tassotti (cropped).jpg
tm:10250,https://commons.wikimedia.org/wiki/Special:FilePath/Fabio%20Coltorti%20RB%20Leipzig%2023-05-2015.jpg?width=128,Fabio Coltorti RB Leipzig 23-05-2015.jpg
tm:102513,https://commons.wikimedia.org/wiki/Special:FilePath/Jorge%20Campos%20in%202016.jpg?width=128,Jorge Campos in 2016.jpg
tm:10254,https://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Fernandes%202012%20%28cropped%29.jpg?width=128,Daniel Fernandes 2012 (cropped).jpg
tm:10255,https://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Farnerud%20bei%20einem%20Testspiel%20in%20Wernau.JPG?width=128,Alexander Farnerud bei einem Testspiel in Wernau.JPG
tm:102558,https://commons.wikimedia.org/wiki/Special:FilePath/2019-07-17%20SG%20Dynamo%20Dresden%20vs.%20Paris%20Saint-Germain%20by%20Sandro%20Halank%E2%80%93505%20%28cropped%29.jpg?width=128,2019-07-17 SG Dynamo Dresden vs. Paris Saint-Germain by Sandro Halank–505 (cropped).jpg
tm:102569,https://commons.wikimedia.org/wiki/Special:FilePath/Colo%20Colo%20-%20Huachipato%2C%202018-03-03%20-%20Carlos%20Lampe%20-%2003.jpg?width=128,"Colo Colo - Huachipato, 2018-03-03 - Carlos Lampe - 03.jpg"
tm:102574,https://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Carlos%202020.jpg?width=128,Jean Carlos 2020.jpg
tm:1026014,https://commons.wikimedia.org/wiki/Special:FilePath/Samba%20L%C3%A9l%C3%A9%20Diba.jpg?width=128,Samba Lélé Diba.jpg
tm:102612,https://commons.wikimedia.org/wiki/Special:FilePath/Nkono%20001%202.jpg?width=128,Nkono 001 2.jpg
tm:10267,https://commons.wikimedia.org/wiki/Special:FilePath/Lens%20-%20RWS%20Bruxelles%20%2824-07-2015%29%207.JPG?width=128,Lens - RWS Bruxelles (24-07-2015) 7.JPG
tm:102699,https://commons.wikimedia.org/wiki/Special:FilePath/Inter%20Miami%20CF%202-1%20UANL%20%2820%20August%202025%29%2027%20%28cropped%29.jpg?width=128,Inter Miami CF 2-1 UANL (20 August 2025) 27 (cropped).jpg
tm:102708,https://commons.wikimedia.org/wiki/Special:FilePath/Diego%20de%20Buen.jpg?width=128,Diego de Buen.jpg
tm:1027216,https://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois-R%C3%A9gis%20Mughe.jpg?width=128,François-Régis Mughe.jpg
tm:102744,https://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A9bastien%20Corchia.jpg?width=128,Sébastien Corchia.jpg
tm:1027557,https://commons.wikimedia.org/wiki/Special:FilePath/Nsingi%20asse%20fcn%202425.png?width=128,Nsingi asse fcn 2425.png
tm:10289,https://commons.wikimedia.org/wiki/Special:FilePath/Andrija%20Deliba%C5%A1i%C4%87.jpg?width=128,Andrija Delibašić.jpg
tm:1029227,https://commons.wikimedia.org/wiki/Special:FilePath/Breno-de-souza-bidon-no-corinthians%20y%20corinthians.jpg?width=128,Breno-de-souza-bidon-no-corinthians y corinthians.jpg
tm:1029619,https://commons.wikimedia.org/wiki/Special:FilePath/Amando%20Lapage%20%28cropped%29.png?width=128,Amando Lapage (cropped).png
tm:102990,https://commons.wikimedia.org/wiki/Special:FilePath/Fabrizio%20Grillo.JPG?width=128,Fabrizio Grillo.JPG
tm:1030003,https://commons.wikimedia.org/wiki/Special:FilePath/Inter%20Miami%20CF%203-1%20UNAM%20%286%20August%202025%29%2006%20%28cropped%29.jpg?width=128,Inter Miami CF 3-1 UNAM (6 August 2025) 06 (cropped).jpg
tm:1030382,https://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Amb%C3%A6k%20celebrating%20goal%20%28cropped%29.jpg?width=128,Jacob Ambæk celebrating goal (cropped).jpg
tm:103060,https://commons.wikimedia.org/wiki/Special:FilePath/RC%20Lens%20-%20Stade%20brestois%20%2804-12-2018%29%2016.jpg?width=128,RC Lens - Stade brestois (04-12-2018) 16.jpg
tm:103064,https://commons.wikimedia.org/wiki/Special:FilePath/Austria%20vs.%20USA%202013-11-19%20%28116%29.jpg?width=128,Austria vs. USA 2013-11-19 (116).jpg
tm:103092,https://commons.wikimedia.org/wiki/Special:FilePath/Puskas%20%281971%29.tif?width=128,Puskas (1971).tif
tm:10329,https://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Stolz.jpg?width=128,Alexander Stolz.jpg
tm:103305,https://commons.wikimedia.org/wiki/Special:FilePath/Kensuke%20Nagai.jpg?width=128,Kensuke Nagai.jpg
tm:103310,https://commons.wikimedia.org/wiki/Special:FilePath/Gotoku%20Sakai%202018.jpg?width=128,Gotoku Sakai 2018.jpg
tm:103427,https://commons.wikimedia.org/wiki/Special:FilePath/CSKA-MU%202017%20%2815%29.jpg?width=128,CSKA-MU 2017 (15).jpg
tm:103428,https://commons.wikimedia.org/wiki/Special:FilePath/Bj%C3%B8rn%20Paulsen%202018%20-%20cropped.jpg?width=128,Bjørn Paulsen 2018 - cropped.jpg
tm:103547,https://commons.wikimedia.org/wiki/Special:FilePath/Artjoms%20Rudnevs%202010.jpg?width=128,Artjoms Rudnevs 2010.jpg
tm:103558,https://commons.wikimedia.org/wiki/Special:FilePath/Mostafa%20Abdellaoue%2001.jpg?width=128,Mostafa Abdellaoue 01.jpg
tm:103559,https://commons.wikimedia.org/wiki/Special:FilePath/Austria%20vs.%20USA%202013-11-19%20%28097%29.jpg?width=128,Austria vs. USA 2013-11-19 (097).jpg
tm:103563,https://commons.wikimedia.org/wiki/Special:FilePath/Tongo%20Doumbia%2C%20VAFC.JPG?width=128,"Tongo Doumbia, VAFC.JPG"
tm:103565,https://commons.wikimedia.org/wiki/Special:FilePath/Wahbi%20Khazri.jpg?width=128,Wahbi Khazri.jpg
tm:1035880,https://commons.wikimedia.org/wiki/Special:FilePath/2023.07.19%20Yokohama%20F.%20Marinos%20-%20Celtic%20Glasgow%20%286-4%29%20-%2053063335930%20%28Takuto%20Kimura%29.jpg?width=128,2023.07.19 Yokohama F. Marinos - Celtic Glasgow (6-4) - 53063335930 (Takuto Kimura).jpg
tm:10367,https://commons.wikimedia.org/wiki/Special:FilePath/Caniggia%20sonriente%201988.jpg?width=128,Caniggia sonriente 1988.jpg
tm:103674,https://commons.wikimedia.org/wiki/Special:FilePath/Lens%20-%20Evian%20%2829-02-2016%29%2041.jpg?width=128,Lens - Evian (29-02-2016) 41.jpg
tm:10375,https://commons.wikimedia.org/wiki/Special:FilePath/Shaun%20MacDonald.jpg?width=128,Shaun MacDonald.jpg
tm:1038067,https://commons.wikimedia.org/wiki/Special:FilePath/Julien%20Vetro.png?width=128,Julien Vetro.png
tm:103819,https://commons.wikimedia.org/wiki/Special:FilePath/Danny%20Wilson%20warming%20up%20%28cropped%29.jpg?width=128,Danny Wilson warming up (cropped).jpg
tm:1038512,https://commons.wikimedia.org/wiki/Special:FilePath/Asier%20Otsanbela.jpg?width=128,Asier Otsanbela.jpg
tm:1038821,https://commons.wikimedia.org/wiki/Special:FilePath/Lens%20-%20Reims%20%2812-05-2023%29%2042%20%28cropped%29.jpg?width=128,Lens - Reims (12-05-2023) 42 (cropped).jpg
tm:103890,https://commons.wikimedia.org/wiki/Special:FilePath/07%2007%202019%20Final%20da%20Copa%20Am%C3%A9rica%202019%20%2848226619862%29%20%28cropped%29.jpg?width=128,07 07 2019 Final da Copa América 2019 (48226619862) (cropped).jpg
tm:103916,https://commons.wikimedia.org/wiki/Special:FilePath/Naples%20vs%20Barcelone%20-%20Gen%C3%A8ve%20-%20aout%202014%20-%20Rafael%20Cabral.jpg?width=128,Naples vs Barcelone - Genève - aout 2014 - Rafael Cabral.jpg
tm:103952,https://commons.wikimedia.org/wiki/Special:FilePath/Mike%20Grella.JPG?width=128,Mike Grella.JPG
tm:104124,https://commons.wikimedia.org/wiki/Special:FilePath/Hertha%20BSC%20vs.%20West%20Ham%20United%2020190731%20%28186%29.jpg?width=128,Hertha BSC vs. West Ham United 20190731 (186).jpg
tm:104203,https://commons.wikimedia.org/wiki/Special:FilePath/YevStarikov.jpg?width=128,YevStarikov.jpg
tm:104220,https://commons.wikimedia.org/wiki/Special:FilePath/Hendrik%20Bonmann%2C%202017%20a.jpg?width=128,"Hendrik Bonmann, 2017 a.jpg"
tm:104223,https://commons.wikimedia.org/wiki/Special:FilePath/Jordy%20Clasie%202012.jpg?width=128,Jordy Clasie 2012.jpg
tm:104233,https://commons.wikimedia.org/wiki/Special:FilePath/Guillermo%20Burdisso.jpg?width=128,Guillermo Burdisso.jpg
tm:104249,https://commons.wikimedia.org/wiki/Special:FilePath/Wilfried%20Domoraud.jpg?width=128,Wilfried Domoraud.jpg
tm:1042945,https://commons.wikimedia.org/wiki/Special:FilePath/Jonathan%20Shore%20CF%20Montreal%20NYCFC%206.28.25-037%20%28cropped%29.jpg?width=128,Jonathan Shore CF Montreal NYCFC 6.28.25-037 (cropped).jpg
tm:1043003,https://commons.wikimedia.org/wiki/Special:FilePath/Yasin%20%C3%96zcan%20RSC%20Anderlecht%202025.jpg?width=128,Yasin Özcan RSC Anderlecht 2025.jpg
tm:104326,https://commons.wikimedia.org/wiki/Special:FilePath/V%C3%ADctorCuesta%20%28cropped%29.jpg?width=128,VíctorCuesta (cropped).jpg
tm:104331,https://commons.wikimedia.org/wiki/Special:FilePath/Lukman%20Haruna2013.jpg?width=128,Lukman Haruna2013.jpg
tm:104351,https://commons.wikimedia.org/wiki/Special:FilePath/Ram%C3%B3n%20Lopes.jpg?width=128,Ramón Lopes.jpg
tm:1043634,https://commons.wikimedia.org/wiki/Special:FilePath/Leon%20Chiwome.png?width=128,Leon Chiwome.png
tm:1044132,https://commons.wikimedia.org/wiki/Special:FilePath/Ricardo%20Mathias%20in%202024.png?width=128,Ricardo Mathias in 2024.png
tm:104414,https://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20holzhauser.jpg?width=128,Raphael holzhauser.jpg
